gene,logFC,QValue,KO_condition
SNF8,0.760575761551199,0.000476311853062722,EIF2AK1
ILF3,0.924661870167568,2.04583040094711e-05,EIF2AK1
ZWILCH,0.847849143585901,5.34295201066599e-05,EIF2AK1
SLIT3,-3.65490554267575,1.64580321846472e-13,EIF2AK1
GCFC2,0.631746248985156,0.00270496654184703,EIF2AK1
ARFRP1,0.706754195623415,0.000801426379692771,EIF2AK1
HYAL3,0.626155279923969,0.0106999362691711,EIF2AK1
E2F2,0.979944331242241,3.27844371438309e-06,EIF2AK1
C17orf113,-1.75436136619356,1.62366150954234e-07,EIF2AK1
GATAD1,-0.924371204529361,2.39295910818396e-05,EIF2AK1
DVL2,0.357871948328175,0.0449886200042746,EIF2AK1
TAPBPL,-0.798201616090157,0.00703490792006047,EIF2AK1
TSNAX-DISC1,0.406065895188793,0.0381114039921638,EIF2AK1
TBCE,0.402562110783085,0.0289303960618861,EIF2AK1
ECD,0.495997678190734,0.0107443655571167,EIF2AK1
MICAL1,-0.444102222854048,0.0240643786533614,EIF2AK1
PNPT1,1.48444666649251,4.63257332291815e-12,EIF2AK1
SF1,0.498254656306099,0.011685662610245,EIF2AK1
RAB35,1.14721280869582,7.7993440111535e-08,EIF2AK1
RPP25L,0.525671083906574,0.0251043443596099,EIF2AK1
ACSL1,-1.42538388846099,4.40140126026609e-10,EIF2AK1
PTMS,0.613805185608906,0.00220197230591836,EIF2AK1
ZFP91-CNTF,0.516600071745052,0.00945209650298214,EIF2AK1
TAPBP,-0.520143506627802,0.0112269911444386,EIF2AK1
RBBP9,0.805481190089495,0.00859327009613923,EIF2AK1
KRI1,0.59778840482253,0.00426912509918665,EIF2AK1
SMU1,0.90674136130069,1.56372275462105e-05,EIF2AK1
BRI3BP,1.05715558487967,5.66349340868274e-07,EIF2AK1
INTS12,0.479919743764318,0.0208843560797615,EIF2AK1
NET1,-0.402797801375925,0.0325114673563675,EIF2AK1
HOOK3,-0.421137831336218,0.0260822988440807,EIF2AK1
SNAPC5,0.638242834743294,0.00283514952513363,EIF2AK1
VKORC1L1,0.524320191546725,0.00779399200219838,EIF2AK1
ANXA5,-1.20265806024994,7.51800558155518e-08,EIF2AK1
MYEF2,-1.99870309565366,8.86307394960362e-07,EIF2AK1
HPS1,-0.5827744005932,0.00462177756929397,EIF2AK1
KCNH3,0.610562659694123,0.042228091991071,EIF2AK1
ARSK,-0.568291537679147,0.0167191528135317,EIF2AK1
GATD1,0.647135312482133,0.0014426376471616,EIF2AK1
ZNF333,-0.911440063281716,0.000129413088139658,EIF2AK1
RBMXL1,0.821014362060966,0.000123629434838519,EIF2AK1
FAM32A,0.610152613159375,0.00446728171792588,EIF2AK1
IFIH1,-2.03386854070146,3.19562870053929e-08,EIF2AK1
LONP1,-0.499876225383842,0.0131212225643201,EIF2AK1
ZNF396,-1.40924229086306,3.69707653261409e-05,EIF2AK1
TMEM222,0.4292144198515,0.0257676507957072,EIF2AK1
MBD5,-0.811891652351673,0.00037947619656695,EIF2AK1
MLST8,0.632792433254627,0.00213472384698913,EIF2AK1
THOC6,0.812585888061945,0.000173873742464901,EIF2AK1
SMG8,0.948903157777513,1.92946621969618e-05,EIF2AK1
SLC25A44,0.915336450109271,3.55074484256096e-05,EIF2AK1
THAP12,0.559427997596578,0.00487032790679993,EIF2AK1
NADK,0.610871318466118,0.00231814225222785,EIF2AK1
KBTBD4,0.676819635341952,0.00334019272301569,EIF2AK1
WDR62,0.906160866196293,1.50720817161679e-05,EIF2AK1
FXN,1.25012388364735,3.35967628514136e-08,EIF2AK1
SMARCD1,0.671141044335699,0.000952421129343618,EIF2AK1
TRAF3IP2,-0.633232930096635,0.00435169087444331,EIF2AK1
EFHD2,0.653751342080996,0.00140692778680294,EIF2AK1
PSIP1,-0.72263469171635,0.000688607407055643,EIF2AK1
RASA1,-0.59137793009189,0.00431961617626656,EIF2AK1
FAM184A,-0.603303944413577,0.0077673323264725,EIF2AK1
ARRDC2,1.00884629652788,8.10709593847201e-06,EIF2AK1
MBD6,-0.644454136307616,0.0021033670434036,EIF2AK1
DNASE1,0.528977438559757,0.00693991917500652,EIF2AK1
PPAN,1.67679085876066,1.84402754781787e-14,EIF2AK1
RBM42,0.936769358770169,8.08352439800168e-06,EIF2AK1
PKP4,0.413719119990929,0.0251212404698714,EIF2AK1
KCNJ16,-1.61882958183842,1.69989706887225e-11,EIF2AK1
VPS4A,0.455683980123506,0.0162285238576465,EIF2AK1
ARFGAP2,0.528994822773844,0.00693003148494054,EIF2AK1
STAU2,-0.457905113951377,0.0196710884533674,EIF2AK1
DAPK1,-0.845188212216696,9.6364423227408e-05,EIF2AK1
ACCS,-1.57441999407532,4.8348107818433597e-11,EIF2AK1
CASTOR2,-0.420041093171711,0.041963361277697,EIF2AK1
HIC2,0.882829372051579,3.95134773603057e-05,EIF2AK1
ZNF589,0.483532718613396,0.0171947224635219,EIF2AK1
MOCOS,-1.04687187291868,2.81869295934101e-06,EIF2AK1
SPRED3,-0.593232307571798,0.0343464699067636,EIF2AK1
NOTCH2,-0.747600828237024,0.0211860296978614,EIF2AK1
MPHOSPH10,1.34533961740146,2.25880248554998e-09,EIF2AK1
ZBTB21,-0.542827187351443,0.00815506699830893,EIF2AK1
FAM136A,1.03849890783688,1.27694268746942e-06,EIF2AK1
USP10,0.638659398994481,0.00160977726750309,EIF2AK1
BIN3,0.583167513535913,0.00691076995704967,EIF2AK1
DNAAF2,0.813442116374332,0.000592118367398428,EIF2AK1
CHMP1A,0.844606324814421,5.65644467736335e-05,EIF2AK1
CTPS1,1.38554012057101,4.78671851100065e-11,EIF2AK1
JAZF1,-1.24023551894337,0.000447779746151049,EIF2AK1
MEIOC,0.748592648180784,0.00308091906374628,EIF2AK1
APEX1,0.740052697148355,0.000343171471124739,EIF2AK1
TRIB3,-2.28897901413692,1.91464403031421e-20,EIF2AK1
RPL6,0.68946788520307,0.00118048871079482,EIF2AK1
ZNF175,-0.869189240984565,7.15801989592753e-05,EIF2AK1
CCDC14,-0.484146302453875,0.0138065267560297,EIF2AK1
JRK,0.904697822263134,2.19486071248913e-05,EIF2AK1
FAM9B,-0.853428259192426,0.00646856056861855,EIF2AK1
CBL,-0.480963350552406,0.0153621858814764,EIF2AK1
FOCAD,-1.23381922483261,0.000127990974340969,EIF2AK1
LARS2,1.28681160145135,1.86039839800834e-09,EIF2AK1
CDC5L,0.437318048521687,0.0208597817437225,EIF2AK1
RTN2,-0.617866651143182,0.00685247771000833,EIF2AK1
SRRT,0.860776553586069,3.26880136851741e-05,EIF2AK1
DEGS1,0.420142913419177,0.0270882305007815,EIF2AK1
IDE,0.362774207933909,0.0407662747485819,EIF2AK1
BRD9,0.70227118248429,0.000688086491553022,EIF2AK1
TBPL1,-0.525400359153452,0.00885906005319899,EIF2AK1
TNFRSF14,-1.37401253478707,5.42706645738265e-06,EIF2AK1
CCDC200,-1.43478154995733,0.000208747811188048,EIF2AK1
PPP1R3B,-1.81957714169254,5.46571773417801e-14,EIF2AK1
MBD1,0.398355556165132,0.0310176314091061,EIF2AK1
SETDB2,-0.638265324939725,0.0050364387816398,EIF2AK1
APOM,0.671318563438079,0.00143767261560526,EIF2AK1
PRR3,0.839633754370298,0.00010713609032313,EIF2AK1
SCAMP4,0.375905485784286,0.0377927632299557,EIF2AK1
ZKSCAN3,-0.568224662763633,0.00780474227677702,EIF2AK1
AXIN1,0.575810433405157,0.00383419736027509,EIF2AK1
OBI1,0.548567771718785,0.0109640238936694,EIF2AK1
COMMD7,-0.791426755627615,0.00037185926174952,EIF2AK1
LYPLAL1,-0.517598174545706,0.0124437375071778,EIF2AK1
PPP2R3B,-0.451409092016073,0.0300592544931515,EIF2AK1
IRAK4,-0.490071612140846,0.0163908199177916,EIF2AK1
ARL6IP5,-0.511101959248132,0.0165507644368208,EIF2AK1
CHAC2,1.24925504721753,3.88037194467341e-05,EIF2AK1
CNTNAP1,-1.22958946895601,4.01913706049242e-06,EIF2AK1
POM121C,0.880147045354017,2.3860304525275e-05,EIF2AK1
MAP1S,0.546479849710072,0.00626904157875025,EIF2AK1
SPDYE5,-0.604316572225722,0.0122040108278656,EIF2AK1
TUBGCP4,0.452858617522592,0.0167022914257453,EIF2AK1
LTB4R2,0.782760702952765,0.00109784669994461,EIF2AK1
CBX2,1.28591866366948,4.47223323808016e-09,EIF2AK1
PFDN6,0.884329315229183,5.10524585353878e-05,EIF2AK1
C8orf82,0.936137764673086,5.08397138576536e-05,EIF2AK1
FAH,1.0330844454947,1.08226095913376e-06,EIF2AK1
CARD18,-0.51186570221041,0.0403113132218035,EIF2AK1
SPRTN,0.565604969949047,0.00642015739512668,EIF2AK1
NOL11,1.12531322273301,1.00605145413191e-07,EIF2AK1
SNIP1,0.486006799386364,0.016625448127651,EIF2AK1
LRRC8D,-1.27446729877518,1.48794807697575e-08,EIF2AK1
TMEM87B,-0.868317684969384,9.06212823481399e-05,EIF2AK1
PKD1L3,-1.07910693188041,0.00216613204015208,EIF2AK1
CDC6,0.71870282105318,0.000455210233672751,EIF2AK1
LSM14A,0.362522818346318,0.0405643297379772,EIF2AK1
ERVK3-1,0.48977059985507,0.0126652603263398,EIF2AK1
SHLD2,0.7666090913489,0.000265436198863528,EIF2AK1
NLRP1,-0.490683424485433,0.0129898163254831,EIF2AK1
PPP1R3E,-0.922121491940972,6.97804540374023e-05,EIF2AK1
RPS6KB2,0.711966570572817,0.000575035593770264,EIF2AK1
CNP,0.432386436214327,0.021469457713735,EIF2AK1
AK6,0.462884241433386,0.0178984028584497,EIF2AK1
ERICH2,-2.61841675125129,5.1466177644922e-11,EIF2AK1
TOM1,-0.633931405818773,0.00463221176138507,EIF2AK1
ALG6,0.466989717201292,0.0273125846566344,EIF2AK1
SLC41A3,-0.748033928432374,0.00108688801563319,EIF2AK1
MAZ,0.715947348675213,0.000716243000625941,EIF2AK1
DNAJC11,1.55595902043237,1.526353732336e-13,EIF2AK1
TMPO,0.61012684351246,0.00308483928036863,EIF2AK1
TXLNG,0.7584722838953,0.000314263255623147,EIF2AK1
PRORP,0.642102146095564,0.00215315191271752,EIF2AK1
PCMTD1,-1.11579968255847,1.42295458806017e-06,EIF2AK1
ZNF626,-0.608903019352515,0.0129770635432941,EIF2AK1
IAH1,-0.544888644576661,0.010063519419508,EIF2AK1
ZBTB45,1.06285724104225,1.04370561896327e-05,EIF2AK1
ECHDC1,0.629348540650317,0.00239911559048436,EIF2AK1
PPM1E,-1.36747134321611,2.15486846514826e-09,EIF2AK1
H2BC17,0.659995356566369,0.00112494705655935,EIF2AK1
KHNYN,-0.454452292957742,0.0186817063978929,EIF2AK1
SRP68,0.585311955030414,0.00331767789082157,EIF2AK1
SAP30BP,0.811702871529748,0.000158809211866241,EIF2AK1
TMEM30A,-0.688016197645612,0.00108337786925397,EIF2AK1
S100PBP,-0.434174228587038,0.0229435166198067,EIF2AK1
HBP1,-0.944412995905579,1.68635833006923e-05,EIF2AK1
HSPE1,2.11355523694602,2.82385027485828e-22,EIF2AK1
TIGD7,-0.540618087199829,0.0182003481680068,EIF2AK1
SLC36A4,0.695631014000495,0.00648249385893976,EIF2AK1
GREB1,-1.05985834236019,0.00612623884749205,EIF2AK1
NXF3,-0.964047363965466,0.00852613576256963,EIF2AK1
ERGIC1,0.34968056992437,0.0469079491405144,EIF2AK1
CDCP1,-1.18268797146091,1.38599158732048e-07,EIF2AK1
MAK,-0.521752112439332,0.0221737569879581,EIF2AK1
C1orf52,0.452432747338697,0.0261662891859667,EIF2AK1
HAX1,-0.408137952763451,0.0293039373132935,EIF2AK1
IMPACT,-1.14772404821816,9.72680603498559e-06,EIF2AK1
PSAP,-0.529433109435493,0.0146818909368973,EIF2AK1
EPB41L2,-0.577307166193684,0.00477200854065364,EIF2AK1
KIAA1143,0.464720146100931,0.0151091489690218,EIF2AK1
HNRNPK,0.646325393704182,0.00240253382644484,EIF2AK1
IQCH,-0.999348427489804,0.000400757315151432,EIF2AK1
MAGEA2B,1.07988822593434,0.00139413723557753,EIF2AK1
SYMPK,0.479450721694434,0.0127375324941122,EIF2AK1
DLEC1,0.567577073990524,0.0141727634006146,EIF2AK1
RNF25,0.67840459866577,0.00629725074629813,EIF2AK1
MAP3K13,-0.621542573258112,0.00836204603506048,EIF2AK1
LTB4R,0.398847349169112,0.0463763774989636,EIF2AK1
SUSD1,-0.606968973432493,0.00324407100044835,EIF2AK1
EXOC4,-0.794887709719695,0.000218053849714196,EIF2AK1
MTRF1L,0.413146517439976,0.0311408067629151,EIF2AK1
GRWD1,2.01301658570685,6.81648139826643e-21,EIF2AK1
MRPS18B,0.459538382933288,0.0155227247378776,EIF2AK1
CTNNBL1,0.718943696268661,0.00129633146883346,EIF2AK1
EI24,1.10525306729116,1.23279405383622e-07,EIF2AK1
KCNMA1,-2.6083727916441,2.8007113715976e-09,EIF2AK1
SON,0.550601516632481,0.00899651936034194,EIF2AK1
CENPB,1.14467216342599,8.65739356903183e-08,EIF2AK1
CLPB,1.16734061569183,5.73785992521933e-08,EIF2AK1
LITAF,-1.14958010484955,3.11234496357507e-07,EIF2AK1
ROR2,0.907893569602287,2.44595046172021e-05,EIF2AK1
SETD4,0.437322163242438,0.031038941917703,EIF2AK1
CNIH1,-0.967100208180968,1.06306917737236e-05,EIF2AK1
EBLN2,-0.599704306989657,0.0389799827391046,EIF2AK1
YARS1,-1.16836239165448,7.91810320876133e-07,EIF2AK1
HOXC8,-1.28650136503737,0.0003019821883039,EIF2AK1
GTF3C4,1.07371418407709,3.40679531381223e-07,EIF2AK1
ARHGEF38,0.624390241225637,0.010280057988211,EIF2AK1
TARDBP,0.754002573543571,0.000259417543394894,EIF2AK1
RRAGD,-2.39471235539743,2.91090435746147e-07,EIF2AK1
URB2,1.90757688504655,1.06027869644216e-18,EIF2AK1
ZNHIT2,1.27713109085579,1.3437382304608e-06,EIF2AK1
RSRC1,0.357950434588443,0.0483677412589064,EIF2AK1
TGS1,0.527569842363489,0.00887407701564915,EIF2AK1
TAGLN,-0.569121582771309,0.0206224565029885,EIF2AK1
TAS2R5,-1.1820917137974,0.000513550188345421,EIF2AK1
TLNRD1,0.585675386424929,0.00470307512787806,EIF2AK1
TIMM13,1.63753313319962,9.17586350940443e-13,EIF2AK1
CDK2AP2,-0.516979964539837,0.0110563712025496,EIF2AK1
RBM26,0.371725171781912,0.0383766906963723,EIF2AK1
CISD3,1.25468583270637,6.7737809276915e-08,EIF2AK1
CEP68,-0.48057379497929,0.0170205584139094,EIF2AK1
ENOSF1,0.448904604906619,0.0184865216095501,EIF2AK1
MAGEA8,-0.741445066901849,0.0184473398558235,EIF2AK1
TOPBP1,0.659763724019067,0.00111727154009887,EIF2AK1
INAFM2,0.605138775623984,0.00373709534141634,EIF2AK1
DHH,-0.645833306070589,0.0187339092180503,EIF2AK1
NIPA2,1.04792066869138,6.22288173288708e-07,EIF2AK1
PSMG1,1.18896714894701,2.48999425698298e-08,EIF2AK1
TMEM184A,0.533935716081364,0.0261286864636781,EIF2AK1
UTP4,1.44156821882996,6.61177463920075e-12,EIF2AK1
DUS1L,0.851847585446558,4.21272832684192e-05,EIF2AK1
PRRC2C,0.706551798398103,0.00117331706921255,EIF2AK1
PDSS2,0.431749687881793,0.0385150086385237,EIF2AK1
C11orf65,-0.563152484461932,0.0349447191903726,EIF2AK1
TAF5L,0.771737972049686,0.000295208112613763,EIF2AK1
BDP1,0.427803819639558,0.0219706748636785,EIF2AK1
MAPK7,0.524832522080515,0.0270185020794239,EIF2AK1
SNRPB2,0.658583510324285,0.00238877855841533,EIF2AK1
PYGO2,0.364491127744594,0.0407761820916448,EIF2AK1
NDUFB2,0.453857943899021,0.0198195719146744,EIF2AK1
ZNF8,0.348349148848616,0.0486968095413791,EIF2AK1
PEX1,-0.522908075950866,0.0111569759699943,EIF2AK1
ARMC7,0.459021960877429,0.0261818350094223,EIF2AK1
SDCBP,-0.61561447584712,0.0029316232266386,EIF2AK1
KCNIP2,-0.647384928905047,0.0084536310392585,EIF2AK1
PPARGC1B,0.702781877159046,0.000583299564884113,EIF2AK1
APOL3,-1.5110302496672,7.58802295254159e-05,EIF2AK1
EEF1D,0.596663778710822,0.00293928693849084,EIF2AK1
ZNF440,0.466238530559812,0.0185371138529704,EIF2AK1
NEU1,-1.01381058613412,5.2825157069468e-06,EIF2AK1
NPM1,0.983096694713577,1.32924676439774e-05,EIF2AK1
FBXW4,-1.20080572939986,2.1348348487001e-06,EIF2AK1
ANXA4,-1.51400726181743,9.21242140136106e-09,EIF2AK1
TAS2R3,-0.859844835584016,0.00926962965024198,EIF2AK1
AATF,1.0123974008507,2.85583255411371e-06,EIF2AK1
HYOU1,-0.755503097619799,0.000892241916477905,EIF2AK1
CDKL3,-1.14522426229473,0.00109207725020467,EIF2AK1
RCC1L,0.891825309763045,2.706184707462e-05,EIF2AK1
HTATSF1,1.25131709011596,2.98997148804062e-08,EIF2AK1
ADAM9,-0.39126558988787,0.0352155910436519,EIF2AK1
LYN,0.391738302653807,0.0309578375432518,EIF2AK1
RNPS1,1.16368871573226,3.89794278487615e-08,EIF2AK1
CEP57,-0.704339832083352,0.000862296678729285,EIF2AK1
DNMBP,-0.573831162780822,0.00934714564322957,EIF2AK1
POLR2D,0.665554990470512,0.00105331148139387,EIF2AK1
GCDH,1.67008546998837,2.09939607210407e-11,EIF2AK1
RPS3A,-0.404441808324459,0.0433881100696673,EIF2AK1
DDX49,1.05713056096099,1.00941065976839e-06,EIF2AK1
CRNKL1,0.465901585757371,0.0256718921811015,EIF2AK1
LEPROTL1,-0.415477112455362,0.0279931300512682,EIF2AK1
CDKL1,0.463821979149059,0.0422979009993629,EIF2AK1
KATNBL1,-0.51034372116747,0.01392470454942,EIF2AK1
AMELX,-0.718993436363942,0.0251137786377791,EIF2AK1
SKA2,0.506399287215121,0.0101003338252455,EIF2AK1
SNRPD3,0.985701738150544,3.8757495995076e-06,EIF2AK1
LAPTM4B,-0.748457757523552,0.000697703659088892,EIF2AK1
GALNT2,0.949445468471243,5.25527210270499e-06,EIF2AK1
ENTPD4,-0.611898023370163,0.00334236428495443,EIF2AK1
USF1,0.688381845186722,0.00136850460889847,EIF2AK1
SH3GLB1,-0.813887397743625,0.000159772291239946,EIF2AK1
CRACR2A,0.739380836630344,0.00123696118771609,EIF2AK1
NUMA1,0.365721387390578,0.0414150060046863,EIF2AK1
ADAM17,-0.488444732459221,0.0131394454379043,EIF2AK1
STIM1,-0.466610699202412,0.0168671052404345,EIF2AK1
PMF1-BGLAP,0.810351163898548,0.000469491758299301,EIF2AK1
TRIP6,0.939232813719199,6.62502309603987e-06,EIF2AK1
RDH14,0.914135009974533,0.000483471618192577,EIF2AK1
ACOX1,-0.720810751927404,0.000678968207248005,EIF2AK1
TEX10,0.478602781464995,0.013300307178134,EIF2AK1
C11orf80,-1.1378230321603,6.10649917714525e-06,EIF2AK1
PAPOLA,0.356628059598931,0.0443345200545783,EIF2AK1
CILP2,0.871857895923319,0.0106960276178485,EIF2AK1
TDG,0.981002217646877,3.6681954067515e-06,EIF2AK1
RPL7L1,0.891671376795743,2.28395960040845e-05,EIF2AK1
PPARA,-0.630758090643918,0.00392865076268121,EIF2AK1
OGG1,0.376896392622487,0.042396917916548,EIF2AK1
GNL3L,1.2942755852173,1.50367782874219e-09,EIF2AK1
NR1I3,1.31342396330502,2.41593130443412e-06,EIF2AK1
PPM1M,-2.1165202108193,3.01461860059622e-15,EIF2AK1
FUT8,-0.731567224564176,0.00195300575803852,EIF2AK1
TBC1D32,-0.457608877296314,0.033155591361949,EIF2AK1
CCDC115,-0.74034644904748,0.000674825296836905,EIF2AK1
GDAP1,2.31932555164517,2.25657730783793e-11,EIF2AK1
SH3D19,-0.467529638947121,0.0236122337106395,EIF2AK1
FLT4,-1.76392247279846,1.2693086819663e-05,EIF2AK1
RPL23A,0.403560341188304,0.0336970680546901,EIF2AK1
GPR107,-0.634607461298697,0.00226035534636886,EIF2AK1
POLR3F,0.541237966026128,0.0219870573364406,EIF2AK1
PRKX,0.811448194943028,0.000117791578528053,EIF2AK1
TMEM35B,-0.56995765249896,0.0176133235839908,EIF2AK1
DHX8,0.375237486467925,0.0373352637529279,EIF2AK1
AKIRIN1,0.382499214033572,0.0337980398249213,EIF2AK1
ST20,-0.55876610160178,0.0297123958138662,EIF2AK1
ZNF593,1.36199775230471,3.42023881862369e-09,EIF2AK1
KNOP1,1.47719158161558,1.10943307652301e-11,EIF2AK1
MORC2,0.690460127255042,0.000831280581080635,EIF2AK1
PCBP1,0.548191724250074,0.0063780203198615,EIF2AK1
PLPP7,-2.00182045373775,2.23907744745018e-06,EIF2AK1
HMOX2,1.05842721217967,2.45920869511646e-06,EIF2AK1
SLC31A2,-0.579342102961802,0.0322357861611699,EIF2AK1
MSL1,0.421694664211587,0.0234046941850275,EIF2AK1
RAD51B,-0.616599727284948,0.0103963424862048,EIF2AK1
RPS23,0.399452566093797,0.0370912872225859,EIF2AK1
ZNF281,0.696226489495952,0.000808332182429304,EIF2AK1
OR51M1,0.428398010750403,0.0401837025087195,EIF2AK1
ZNF292,-0.589053901806621,0.00418833335079377,EIF2AK1
ZNF23,0.455568178307385,0.0372830667486585,EIF2AK1
AKAP17A,-0.535408962022017,0.00967356141593065,EIF2AK1
CHUK,0.925946451047855,2.41551735033275e-05,EIF2AK1
ACTR3B,0.442259560080389,0.0339625656895556,EIF2AK1
ZFP90,-1.02763414405064,4.41394727703499e-05,EIF2AK1
ZNF593OS,1.33669674023233,5.52572612759274e-09,EIF2AK1
TM2D3,0.63088145665763,0.00404651512776156,EIF2AK1
KLF16,1.14173918441565,8.95105049953561e-08,EIF2AK1
GIPC1,0.41549266279512,0.0285586567465654,EIF2AK1
UTP11,1.00632982243756,1.59335599031475e-06,EIF2AK1
VSIG10,-0.617314244874179,0.0156070936337027,EIF2AK1
OTUD7B,0.501793140095251,0.0115214312517174,EIF2AK1
GDF15,-2.14352206765227,1.3985503762632e-18,EIF2AK1
SRFBP1,0.865596825603757,0.000216327943621002,EIF2AK1
TFRC,1.1917341549704,9.13509224374478e-08,EIF2AK1
ZBTB7A,0.986667906639294,2.72266356629303e-06,EIF2AK1
MCM3,1.0830539769047,3.13274085274829e-07,EIF2AK1
NMT1,0.347368732359231,0.0481088459094199,EIF2AK1
AUP1,0.939970366488815,6.27160164013226e-06,EIF2AK1
WDR92,0.458669124838822,0.0424089642652421,EIF2AK1
H3C13,1.6672530383287,5.51936661231714e-15,EIF2AK1
ZNF12,-0.39459839769438,0.0363220549613222,EIF2AK1
MASP1,-4.18807412718561,1.79949246775306e-20,EIF2AK1
MOB2,0.527588924761223,0.0169465740812518,EIF2AK1
AGAP9,-0.583064002137139,0.0130842741428523,EIF2AK1
E4F1,0.866943029564893,3.95643795128235e-05,EIF2AK1
CLYBL,-1.33698175577914,8.77285017703808e-05,EIF2AK1
H1-2,0.701403575059553,0.00131240329752926,EIF2AK1
ST6GALNAC1,-0.987970928198384,8.12258721491947e-06,EIF2AK1
E2F4,1.12638082133064,7.62129854095411e-08,EIF2AK1
LAPTM5,-1.47942943192554,2.3065877096921e-10,EIF2AK1
ANO8,-0.846528662680684,0.000254595113817172,EIF2AK1
DPP7,0.407522242635702,0.0265518820773527,EIF2AK1
ZNF565,0.708505712591974,0.0199885622811012,EIF2AK1
SEPHS1,0.942620871221563,1.6548132770359e-05,EIF2AK1
MAPKAPK3,0.509044192466257,0.00951539759311457,EIF2AK1
PWWP2B,0.497497287642212,0.0266503714981653,EIF2AK1
SRSF7,0.950819839899835,5.10921592871309e-06,EIF2AK1
SENP3,1.34720376432548,3.61424931220231e-10,EIF2AK1
RASSF8,-1.77497199855195,2.94698569697373e-06,EIF2AK1
LIG4,-0.551402699871146,0.016540450766615,EIF2AK1
CDAN1,0.459868205633402,0.016863415299399,EIF2AK1
SLC38A2,-0.883007290211388,0.000149130789002841,EIF2AK1
DDX18,1.43377964245214,7.85022224825125e-12,EIF2AK1
B3GAT3,0.396774212706598,0.0332959261664909,EIF2AK1
TUBGCP5,0.464764204343562,0.0200193861229421,EIF2AK1
ZNF639,0.781775526818874,0.000214591431123447,EIF2AK1
INTS11,0.341910140658225,0.0490290621855479,EIF2AK1
NOP2,1.80052640337091,9.15639474659831e-17,EIF2AK1
POLR3A,0.892373706170935,1.71599545152277e-05,EIF2AK1
DRAM2,-0.99984984879957,8.10709593847201e-06,EIF2AK1
ABCF1,1.36187887298434,7.96383049648259e-11,EIF2AK1
GTF2H2C,0.877509404354538,0.000196872182806397,EIF2AK1
MAP1A,1.36451470369092,9.86623635079319e-11,EIF2AK1
MRPS14,0.553420662674936,0.0103128749493861,EIF2AK1
BCL2L2-PABPN1,0.551966762298925,0.00519142438180413,EIF2AK1
CCDC43,0.711018666033873,0.00161124297896845,EIF2AK1
STRIP1,0.379650403091714,0.0372925265738071,EIF2AK1
FZD1,0.594185057607383,0.00955376661241754,EIF2AK1
GEMIN7,1.05088470500972,1.02904956579751e-05,EIF2AK1
TMEM151B,0.717615451357965,0.00783255721891204,EIF2AK1
STARD7,1.09647109256939,1.95188471072929e-07,EIF2AK1
RPP38,0.651503606962568,0.00399859191477633,EIF2AK1
KCTD18,-0.469967149992922,0.0450805029983258,EIF2AK1
ZNF7,0.540496600312837,0.00897373559108008,EIF2AK1
MCCC2,1.30846932492601,5.52627263828076e-10,EIF2AK1
ACAA1,0.645844927266012,0.0022736683271005,EIF2AK1
RRP7A,1.82328741478645,6.52066781178543e-17,EIF2AK1
FAM168B,0.40478491177271,0.0277328834060505,EIF2AK1
ZNF616,-0.512902857407998,0.016650861639239,EIF2AK1
ZNF746,0.392540148820107,0.0330922415112388,EIF2AK1
PALM3,2.28867382769775,1.03280369292018e-10,EIF2AK1
PHKB,-0.490265997718838,0.0132227350863656,EIF2AK1
GTF2F1,0.502981032288796,0.00959617343333127,EIF2AK1
WIPI1,-2.20793538971965,7.64952103991885e-20,EIF2AK1
RNF4,0.433356512181347,0.0209819987156716,EIF2AK1
ALOX12,-0.917349887025714,0.000180733513475064,EIF2AK1
IWS1,0.543545638532702,0.00753823884025915,EIF2AK1
SYF2,-0.588230267116116,0.00654006527811021,EIF2AK1
SOHLH2,1.02851527099987,8.55520898598454e-05,EIF2AK1
LGALS3BP,-1.27071286757355,5.9185749888253e-08,EIF2AK1
MRPL18,0.841778017835216,7.51549682585469e-05,EIF2AK1
TSNAX,0.399666268003601,0.0297737591614092,EIF2AK1
GLUD2,1.12490647830277,4.48367757905872e-05,EIF2AK1
WDR13,-0.738166084741841,0.000681725684857955,EIF2AK1
DNAJC3,-0.557837041597425,0.00612590502957847,EIF2AK1
NOA1,-0.363651102277114,0.0455934076207756,EIF2AK1
ATG2A,0.402096885915581,0.0280289424632953,EIF2AK1
IPO8,0.495455493208292,0.0110563712025496,EIF2AK1
